116.312573,39.986427
116.313556,39.986456
116.316040,39.986070
116.316070,39.985880
116.356565,39.913970
116.316340,39.984817
116.316519,39.982909
116.316599,39.981830
116.316700,39.980600
116.316693,39.979260
116.316665,39.978885
116.356520,39.914820
116.316710,39.978510
116.356447,39.916347
116.317225,39.976353
116.356412,39.917161
116.317260,39.976235
116.356370,39.918420
116.317799,39.974894
116.318410,39.973460
116.318660,39.972885
116.318760,39.972655
116.319523,39.970653
116.320170,39.969130
116.320860,39.967680
116.321004,39.967338
116.321450,39.966150
116.322491,39.961696
116.322570,39.961070
116.322766,39.959034
116.323073,39.957410
116.323120,39.957050
116.323188,39.956156
116.323547,39.954353
116.323685,39.953325
116.324190,39.949500
116.324514,39.947062
116.324557,39.946720
116.324580,39.946540
116.324760,39.944790
116.324860,39.944620
116.325169,39.942369
116.325410,39.940480
116.325545,39.939365
116.325580,39.938900
116.326990,39.938540
116.327865,39.938480
116.330238,39.938294
116.332860,39.938080
116.335776,39.937945
116.342200,39.938260
116.344870,39.938380
116.347348,39.939080
116.349638,39.939650
116.350536,39.939758
116.351890,39.939910
116.353395,39.940043
116.354955,39.939645
116.355400,39.938100
116.355509,39.935087
116.355546,39.934149
116.355597,39.933086
116.355623,39.932633
116.355630,39.932470
116.355748,39.930187
116.355990,39.928520
116.356077,39.926157
116.356160,39.923710
116.356263,39.921805
116.356316,39.920144
116.356331,39.919522
116.356373,39.918213
116.356421,39.916915
116.356453,39.916233
116.356513,39.914950
116.356532,39.914584
116.356544,39.914348
116.356607,39.913147
116.356630,39.911590
116.356420,39.909540
116.356424,39.908139
